Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Direct In
High Voltage:	0
Conversion Gain:	4096
Coarse Gain:	1
Fine Gain:	1.00
Upper Discriminator:	4191
Lower Discriminator:	54
Calibration Coefficients:	2.2342600404810295E-8	3.3189159936103634E-4	0.056015498354152066
Calibration Channels:	1266	3054	1952
Calibration Energies:	0.512	1.278	0.789
Elapsed Real Time:	241.75
Elapsed Live Time:	120.83
Start Time:	April 09, 2026, 03:24:17
End Time:	April 09, 2026, 03:28:19
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	0.0	6
1	1.0	5
2	2.0	1
3	3.0	6
4	4.0	4
5	5.0	6
6	6.0	7
7	7.0	17
8	8.0	19
9	9.0	28
10	10.0	44
11	11.0	86
12	12.0	91
13	13.0	135
14	14.0	195
15	15.0	248
16	16.0	291
17	17.0	338
18	18.0	338
19	19.0	379
20	20.0	412
21	21.0	477
22	22.0	577
23	23.0	618
24	24.0	726
25	25.0	957
26	26.0	1611
27	27.0	3648
28	28.0	7389
29	29.0	14034
30	30.0	23098
31	31.0	33875
32	32.0	51688
33	33.0	73566
34	34.0	97686
35	35.0	113865
36	36.0	127751
37	37.0	135561
38	38.0	116743
39	39.0	70848
40	40.0	29475
41	41.0	9750
42	42.0	3043
43	43.0	1008
44	44.0	476
45	45.0	359
46	46.0	375
47	47.0	361
48	48.0	347
49	49.0	424
50	50.0	469
51	51.0	503
52	52.0	561
53	53.0	503
54	54.0	486
55	55.0	527
56	56.0	493
57	57.0	447
58	58.0	430
59	59.0	460
60	60.0	395
61	61.0	389
62	62.0	383
63	63.0	346
64	64.0	345
65	65.0	351
66	66.0	333
67	67.0	317
68	68.0	368
69	69.0	372
70	70.0	334
71	71.0	362
72	72.0	370
73	73.0	325
74	74.0	326
75	75.0	312
76	76.0	302
77	77.0	308
78	78.0	284
79	79.0	293
80	80.0	283
81	81.0	313
82	82.0	286
83	83.0	296
84	84.0	358
85	85.0	375
86	86.0	369
87	87.0	398
88	88.0	432
89	89.0	408
90	90.0	398
91	91.0	362
92	92.0	363
93	93.0	400
94	94.0	336
95	95.0	358
96	96.0	387
97	97.0	383
98	98.0	409
99	99.0	478
100	100.0	451
101	101.0	487
102	102.0	564
103	103.0	505
104	104.0	529
105	105.0	529
106	106.0	574
107	107.0	707
108	108.0	699
109	109.0	751
110	110.0	839
111	111.0	897
112	112.0	979
113	113.0	1077
114	114.0	1173
115	115.0	1312
116	116.0	1401
117	117.0	1819
118	118.0	1974
119	119.0	2310
120	120.0	2424
121	121.0	2465
122	122.0	2372
123	123.0	2147
124	124.0	1905
125	125.0	1788
126	126.0	1577
127	127.0	1542
128	128.0	1618
129	129.0	1710
130	130.0	1708
131	131.0	1793
132	132.0	2005
133	133.0	2080
134	134.0	2096
135	135.0	2282
136	136.0	2303
137	137.0	2467
138	138.0	2631
139	139.0	2645
140	140.0	2772
141	141.0	2989
142	142.0	2985
143	143.0	3061
144	144.0	3130
145	145.0	3290
146	146.0	3287
147	147.0	3417
148	148.0	3375
149	149.0	3456
150	150.0	3462
151	151.0	3435
152	152.0	3429
153	153.0	3551
154	154.0	3477
155	155.0	3348
156	156.0	3500
157	157.0	3332
158	158.0	3218
159	159.0	3196
160	160.0	3166
161	161.0	3105
162	162.0	2912
163	163.0	2915
164	164.0	2785
165	165.0	2712
166	166.0	2727
167	167.0	2403
168	168.0	2334
169	169.0	2268
170	170.0	2179
171	171.0	2065
172	172.0	1989
173	173.0	1976
174	174.0	1803
175	175.0	1716
176	176.0	1582
177	177.0	1483
178	178.0	1464
179	179.0	1282
180	180.0	1333
181	181.0	1265
182	182.0	1142
183	183.0	1074
184	184.0	1004
185	185.0	920
186	186.0	959
187	187.0	965
188	188.0	834
189	189.0	822
190	190.0	770
191	191.0	715
192	192.0	706
193	193.0	697
194	194.0	636
195	195.0	646
196	196.0	630
197	197.0	573
198	198.0	507
199	199.0	498
200	200.0	526
201	201.0	502
202	202.0	496
203	203.0	461
204	204.0	453
205	205.0	436
206	206.0	423
207	207.0	430
208	208.0	408
209	209.0	367
210	210.0	399
211	211.0	368
212	212.0	416
213	213.0	373
214	214.0	368
215	215.0	371
216	216.0	371
217	217.0	403
218	218.0	345
219	219.0	357
220	220.0	354
221	221.0	358
222	222.0	367
223	223.0	383
224	224.0	386
225	225.0	359
226	226.0	363
227	227.0	335
228	228.0	366
229	229.0	358
230	230.0	349
231	231.0	334
232	232.0	360
233	233.0	341
234	234.0	358
235	235.0	344
236	236.0	336
237	237.0	353
238	238.0	339
239	239.0	324
240	240.0	326
241	241.0	345
242	242.0	338
243	243.0	322
244	244.0	316
245	245.0	341
246	246.0	350
247	247.0	377
248	248.0	328
249	249.0	355
250	250.0	337
251	251.0	345
252	252.0	355
253	253.0	336
254	254.0	325
255	255.0	333
256	256.0	368
257	257.0	373
258	258.0	314
259	259.0	360
260	260.0	348
261	261.0	337
262	262.0	366
263	263.0	368
264	264.0	338
265	265.0	358
266	266.0	363
267	267.0	369
268	268.0	388
269	269.0	354
270	270.0	348
271	271.0	343
272	272.0	386
273	273.0	357
274	274.0	356
275	275.0	336
276	276.0	346
277	277.0	333
278	278.0	374
279	279.0	395
280	280.0	328
281	281.0	345
282	282.0	343
283	283.0	352
284	284.0	346
285	285.0	330
286	286.0	370
287	287.0	355
288	288.0	347
289	289.0	370
290	290.0	385
291	291.0	344
292	292.0	345
293	293.0	365
294	294.0	350
295	295.0	359
296	296.0	354
297	297.0	343
298	298.0	366
299	299.0	331
300	300.0	340
301	301.0	343
302	302.0	349
303	303.0	354
304	304.0	386
305	305.0	340
306	306.0	361
307	307.0	392
308	308.0	352
309	309.0	346
310	310.0	346
311	311.0	378
312	312.0	366
313	313.0	331
314	314.0	339
315	315.0	377
316	316.0	357
317	317.0	328
318	318.0	356
319	319.0	315
320	320.0	386
321	321.0	371
322	322.0	358
323	323.0	364
324	324.0	338
325	325.0	360
326	326.0	354
327	327.0	363
328	328.0	344
329	329.0	366
330	330.0	360
331	331.0	408
332	332.0	375
333	333.0	369
334	334.0	373
335	335.0	367
336	336.0	383
337	337.0	400
338	338.0	346
339	339.0	403
340	340.0	372
341	341.0	365
342	342.0	356
343	343.0	357
344	344.0	372
345	345.0	355
346	346.0	375
347	347.0	392
348	348.0	386
349	349.0	364
350	350.0	355
351	351.0	339
352	352.0	372
353	353.0	379
354	354.0	376
355	355.0	401
356	356.0	389
357	357.0	375
358	358.0	360
359	359.0	392
360	360.0	367
361	361.0	359
362	362.0	379
363	363.0	377
364	364.0	379
365	365.0	379
366	366.0	397
367	367.0	383
368	368.0	399
369	369.0	423
370	370.0	397
371	371.0	446
372	372.0	378
373	373.0	428
374	374.0	400
375	375.0	412
376	376.0	411
377	377.0	388
378	378.0	398
379	379.0	406
380	380.0	427
381	381.0	395
382	382.0	407
383	383.0	392
384	384.0	398
385	385.0	425
386	386.0	369
387	387.0	465
388	388.0	462
389	389.0	414
390	390.0	419
391	391.0	403
392	392.0	367
393	393.0	401
394	394.0	396
395	395.0	403
396	396.0	410
397	397.0	400
398	398.0	395
399	399.0	412
400	400.0	456
401	401.0	413
402	402.0	421
403	403.0	399
404	404.0	408
405	405.0	379
406	406.0	416
407	407.0	411
408	408.0	365
409	409.0	397
410	410.0	385
411	411.0	395
412	412.0	415
413	413.0	439
414	414.0	377
415	415.0	396
416	416.0	401
417	417.0	385
418	418.0	376
419	419.0	412
420	420.0	381
421	421.0	362
422	422.0	350
423	423.0	437
424	424.0	389
425	425.0	393
426	426.0	375
427	427.0	400
428	428.0	375
429	429.0	395
430	430.0	342
431	431.0	385
432	432.0	366
433	433.0	401
434	434.0	403
435	435.0	337
436	436.0	374
437	437.0	374
438	438.0	334
439	439.0	392
440	440.0	391
441	441.0	411
442	442.0	392
443	443.0	383
444	444.0	361
445	445.0	369
446	446.0	362
447	447.0	383
448	448.0	370
449	449.0	409
450	450.0	374
451	451.0	346
452	452.0	377
453	453.0	391
454	454.0	379
455	455.0	418
456	456.0	384
457	457.0	361
458	458.0	398
459	459.0	385
460	460.0	376
461	461.0	371
462	462.0	361
463	463.0	376
464	464.0	401
465	465.0	341
466	466.0	370
467	467.0	358
468	468.0	352
469	469.0	401
470	470.0	368
471	471.0	355
472	472.0	416
473	473.0	342
474	474.0	399
475	475.0	359
476	476.0	383
477	477.0	358
478	478.0	374
479	479.0	384
480	480.0	370
481	481.0	360
482	482.0	378
483	483.0	376
484	484.0	366
485	485.0	365
486	486.0	371
487	487.0	339
488	488.0	382
489	489.0	357
490	490.0	358
491	491.0	362
492	492.0	325
493	493.0	375
494	494.0	378
495	495.0	357
496	496.0	370
497	497.0	343
498	498.0	375
499	499.0	369
500	500.0	364
501	501.0	374
502	502.0	338
503	503.0	389
504	504.0	340
505	505.0	363
506	506.0	356
507	507.0	334
508	508.0	358
509	509.0	377
510	510.0	355
511	511.0	321
512	512.0	376
513	513.0	361
514	514.0	365
515	515.0	369
516	516.0	353
517	517.0	388
518	518.0	354
519	519.0	359
520	520.0	358
521	521.0	371
522	522.0	371
523	523.0	373
524	524.0	389
525	525.0	355
526	526.0	367
527	527.0	366
528	528.0	325
529	529.0	339
530	530.0	342
531	531.0	355
532	532.0	348
533	533.0	342
534	534.0	384
535	535.0	342
536	536.0	315
537	537.0	336
538	538.0	361
539	539.0	366
540	540.0	367
541	541.0	390
542	542.0	342
543	543.0	346
544	544.0	360
545	545.0	355
546	546.0	354
547	547.0	349
548	548.0	370
549	549.0	377
550	550.0	389
551	551.0	361
552	552.0	396
553	553.0	392
554	554.0	348
555	555.0	364
556	556.0	400
557	557.0	362
558	558.0	333
559	559.0	367
560	560.0	345
561	561.0	369
562	562.0	359
563	563.0	340
564	564.0	382
565	565.0	374
566	566.0	351
567	567.0	351
568	568.0	368
569	569.0	344
570	570.0	367
571	571.0	361
572	572.0	384
573	573.0	360
574	574.0	361
575	575.0	366
576	576.0	344
577	577.0	379
578	578.0	382
579	579.0	383
580	580.0	396
581	581.0	406
582	582.0	374
583	583.0	379
584	584.0	389
585	585.0	373
586	586.0	375
587	587.0	338
588	588.0	387
589	589.0	369
590	590.0	334
591	591.0	359
592	592.0	387
593	593.0	341
594	594.0	368
595	595.0	411
596	596.0	396
597	597.0	369
598	598.0	373
599	599.0	366
600	600.0	383
601	601.0	362
602	602.0	381
603	603.0	338
604	604.0	406
605	605.0	384
606	606.0	381
607	607.0	385
608	608.0	371
609	609.0	394
610	610.0	376
611	611.0	387
612	612.0	386
613	613.0	396
614	614.0	390
615	615.0	399
616	616.0	381
617	617.0	363
618	618.0	383
619	619.0	368
620	620.0	420
621	621.0	390
622	622.0	357
623	623.0	371
624	624.0	387
625	625.0	347
626	626.0	383
627	627.0	395
628	628.0	382
629	629.0	405
630	630.0	371
631	631.0	417
632	632.0	393
633	633.0	408
634	634.0	391
635	635.0	392
636	636.0	395
637	637.0	402
638	638.0	405
639	639.0	412
640	640.0	388
641	641.0	387
642	642.0	415
643	643.0	356
644	644.0	419
645	645.0	408
646	646.0	404
647	647.0	340
648	648.0	348
649	649.0	366
650	650.0	383
651	651.0	370
652	652.0	402
653	653.0	386
654	654.0	359
655	655.0	373
656	656.0	363
657	657.0	343
658	658.0	380
659	659.0	352
660	660.0	408
661	661.0	408
662	662.0	384
663	663.0	386
664	664.0	365
665	665.0	399
666	666.0	409
667	667.0	402
668	668.0	397
669	669.0	386
670	670.0	373
671	671.0	365
672	672.0	403
673	673.0	402
674	674.0	393
675	675.0	364
676	676.0	384
677	677.0	369
678	678.0	388
679	679.0	381
680	680.0	380
681	681.0	369
682	682.0	368
683	683.0	360
684	684.0	375
685	685.0	367
686	686.0	386
687	687.0	393
688	688.0	421
689	689.0	412
690	690.0	397
691	691.0	402
692	692.0	435
693	693.0	400
694	694.0	419
695	695.0	415
696	696.0	394
697	697.0	393
698	698.0	413
699	699.0	395
700	700.0	370
701	701.0	373
702	702.0	382
703	703.0	448
704	704.0	388
705	705.0	390
706	706.0	400
707	707.0	367
708	708.0	404
709	709.0	415
710	710.0	407
711	711.0	397
712	712.0	389
713	713.0	402
714	714.0	390
715	715.0	413
716	716.0	394
717	717.0	414
718	718.0	392
719	719.0	403
720	720.0	389
721	721.0	390
722	722.0	373
723	723.0	385
724	724.0	390
725	725.0	443
726	726.0	406
727	727.0	372
728	728.0	405
729	729.0	399
730	730.0	437
731	731.0	423
732	732.0	425
733	733.0	348
734	734.0	395
735	735.0	420
736	736.0	395
737	737.0	420
738	738.0	396
739	739.0	444
740	740.0	384
741	741.0	434
742	742.0	411
743	743.0	437
744	744.0	422
745	745.0	380
746	746.0	395
747	747.0	430
748	748.0	436
749	749.0	414
750	750.0	401
751	751.0	397
752	752.0	455
