	0.000000	296.909638	360.624392	0.171113	493.061601	5.735808
	0.004168	296.900030	360.602899	0.170511	493.101366	5.735928
	0.008336	296.890997	360.630790	0.170382	493.105896	5.736425
	0.012505	296.882324	360.695457	0.171057	493.072950	5.737070
	0.016673	296.880401	360.706498	0.170620	493.101564	5.737579
	0.020841	297.166912	360.015444	0.171310	493.123008	5.726835
	0.025010	298.169957	356.297259	0.170932	493.177998	5.668322
	0.029179	300.118608	348.271676	0.170904	493.303215	5.542050
	0.033347	302.759524	336.572975	0.170767	493.504997	5.358079
	0.037514	305.549421	324.157879	0.171905	493.693250	5.162405
	0.041682	308.227268	312.940021	0.170242	493.857476	4.985412
	0.045850	310.705628	303.542172	0.170448	494.013454	4.837223
	0.050018	312.971962	295.965217	0.170739	494.142832	4.717713
	0.054186	315.043877	289.944356	0.170164	494.251233	4.622753
	0.058354	316.947874	285.230903	0.170360	494.284337	4.547909
	0.062522	318.707996	281.512938	0.170428	494.324578	4.488992
	0.066690	320.347502	278.591761	0.169636	494.395534	4.443049
	0.070859	321.885294	276.306340	0.170173	494.454026	4.407122
	0.075027	323.337613	274.572155	0.170892	494.452267	4.379446
	0.079195	324.716026	273.256246	0.170283	494.467246	4.358589
	0.083365	326.072183	272.249092	0.170681	494.504328	4.342850
	0.087533	327.346622	271.537637	0.170488	494.500177	4.331465
	0.091701	328.074996	271.121699	0.170301	494.518219	4.324988
	0.095869	328.494920	270.919553	0.170825	494.494062	4.321552
	0.100037	328.711562	270.801607	0.170488	494.495556	4.319684
	0.104205	328.961683	270.733646	0.169743	494.520874	4.318821
	0.108373	329.714997	270.693287	0.170191	494.528266	4.318241
	0.112541	330.804839	270.717771	0.170036	494.510105	4.318473
	0.116709	332.022318	270.822534	0.170329	494.516098	4.320197
	0.120877	333.261032	271.054593	0.170560	494.502188	4.323777
	0.125044	334.479431	271.381774	0.170681	494.493127	4.328917
	0.129212	335.661979	271.802261	0.170434	494.502253	4.335704
	0.133380	336.806154	272.310388	0.170459	494.506009	4.343843
	0.137549	337.913674	272.917988	0.170079	494.473809	4.353252
	0.141718	338.989926	273.577282	0.170220	494.466982	4.363708
	0.145886	340.040263	274.283102	0.170401	494.458933	4.374895
	0.150054	341.066532	275.048984	0.171090	494.438222	4.386927
	0.154222	342.072428	275.853441	0.170465	494.441210	4.399784
	0.158391	343.059941	276.699052	0.170222	494.428047	4.413154
	0.162559	344.033168	277.581321	0.170902	494.401853	4.426991
	0.166727	344.992901	278.492309	0.170172	494.389447	4.441408
	0.170895	345.940362	279.421584	0.170763	494.374375	4.456093
	0.175063	346.877562	280.375442	0.170060	494.378756	4.471344
	0.179232	347.806627	281.365125	0.170923	494.344290	4.486814
	0.183400	348.725522	282.374926	0.170661	494.310442	4.502609
	0.187568	349.637263	283.408357	0.169761	494.294555	4.518942
	0.191736	350.542262	284.461455	0.170152	494.285687	4.535652
	0.195905	351.441644	285.529529	0.169972	494.280815	4.552638
	0.200073	352.336227	286.635685	0.170048	494.261306	4.570094
	0.204241	353.225598	287.768785	0.169972	494.229542	4.587866
	0.208409	354.109767	288.899976	0.170703	494.206356	4.605684
	0.212577	354.989187	290.038275	0.170163	494.201430	4.623785
	0.216746	355.865521	291.203177	0.170346	494.198074	4.642324
	0.220914	356.736966	292.425422	0.170158	494.120301	4.661075
	0.225081	357.606512	293.609844	0.169961	494.143737	4.680176
	0.229250	358.508710	294.856965	0.170375	494.124604	4.699874
	0.233419	359.470782	296.157064	0.170059	494.103171	4.720392
	0.237587	360.073673	297.321973	0.170211	494.088793	4.738821
	0.241755	360.235049	298.195098	0.170327	494.088263	4.752732
	0.245923	359.864771	298.615036	0.170531	494.081746	4.759363
	0.250090	359.351000	298.661619	0.170255	494.070353	4.759995
	0.254259	358.888147	298.553963	0.170146	494.078228	4.758355
	0.258427	358.529193	298.418448	0.170166	494.064055	4.756059
	0.262595	358.021172	298.198914	0.169934	494.079675	4.752710
	0.266763	356.919241	297.584477	0.169922	494.062167	4.742749
	0.270931	355.542997	296.538691	0.170282	494.101564	4.726459
	0.275098	354.173538	295.309484	0.170427	494.120614	4.707048
	0.279266	352.924402	294.024431	0.170406	494.150404	4.686848
	0.283434	351.824080	292.809512	0.170522	494.163073	4.667602
	0.287602	350.866171	291.659831	0.169874	494.203619	4.649656
	0.291770	350.035038	290.623154	0.169902	494.226343	4.633343
	0.295938	349.310708	289.695771	0.170523	494.215825	4.618459
	0.300107	348.676208	288.851745	0.169572	494.242555	4.605252
	0.304275	348.119287	288.084102	0.170220	494.259051	4.593167
	0.308444	347.625798	287.406819	0.170317	494.250766	4.582292
	0.312613	347.186978	286.789665	0.170202	494.269966	4.572630
	0.316780	346.793608	286.220272	0.169673	494.284321	4.563684
	0.320949	346.441117	285.717710	0.170627	494.275382	4.555588
	0.325116	346.122032	285.246779	0.170331	494.295384	4.548263
	0.329285	345.835190	284.808052	0.169970	494.321896	4.541511
